DataCode,RecType,RecDate,watershed,ppt,Comments
APT01,1,9/4/89,HQ,50,
APT01,1,9/5/89,HQ,40.5,
APT01,1,9/8/89,HQ,32,
APT01,1,9/9/89,HQ,9,
APT01,1,9/12/89,HQ,9,
APT01,1,9/13/89,HQ,5.5,
APT01,1,10/16/89,HQ,8,
APT01,1,10/27/89,HQ,34,
APT01,1,10/28/89,HQ,30,
APT01,1,10/29/89,HQ,6,
APT01,1,12/10/89,HQ,1,
APT01,1,12/11/89,HQ,0,
APT01,1,12/14/89,HQ,2,
APT01,1,12/18/89,HQ,5,
APT01,1,12/19/89,HQ,1,
APT01,1,12/30/89,HQ,1,
APT01,1,1/3/90,HQ,11,
APT01,1,1/4/90,HQ,0.5,
APT01,1,1/16/90,HQ,7,
APT01,1,1/19/90,HQ,5,
APT01,1,1/24/90,HQ,1,
APT01,1,2/1/90,HQ,4,
APT01,1,2/2/90,HQ,1,
APT01,1,2/6/90,HQ,0.5,
APT01,1,2/14/90,HQ,9,
APT01,1,2/15/90,HQ,4.5,
APT01,1,2/21/90,HQ,2,
APT01,1,2/22/90,HQ,7.5,
APT01,1,3/5/90,HQ,0,
APT01,1,3/6/90,HQ,25.5,
APT01,1,3/7/90,HQ,6.5,
APT01,1,3/11/90,HQ,4,
APT01,1,3/13/90,HQ,3,
APT01,1,3/14/90,HQ,2,
APT01,1,3/23/90,HQ,10,
APT01,1,3/24/90,HQ,1,
APT01,1,3/28/90,HQ,7.5,
APT01,1,3/29/90,HQ,0,
APT01,1,3/30/90,HQ,4,
APT01,1,3/31/90,HQ,0.5,
APT01,1,4/5/90,HQ,4,
APT01,1,4/9/90,HQ,10,
APT01,1,4/12/90,HQ,0,
APT01,1,4/13/90,HQ,1,
APT01,1,4/16/90,HQ,0,
APT01,1,4/19/90,HQ,0.5,
APT01,1,4/25/90,HQ,1,
APT01,1,4/27/90,HQ,1,
APT01,1,5/2/90,HQ,4,
APT01,1,5/3/90,HQ,2.5,
APT01,1,5/4/90,HQ,4,
APT01,1,5/9/90,HQ,25,
APT01,1,5/12/90,HQ,19.5,
APT01,1,5/14/90,HQ,10.5,
APT01,1,5/15/90,HQ,3.5,
APT01,1,5/18/90,HQ,0.5,
APT01,1,5/19/90,HQ,6,
APT01,1,5/20/90,HQ,8,
APT01,1,5/21/90,HQ,1,
APT01,1,5/24/90,HQ,2.5,
APT01,1,5/26/90,HQ,12,
APT01,1,5/29/90,HQ,1.5,
APT01,1,5/30/90,HQ,2.5,
APT01,1,6/10/90,HQ,30,
APT01,1,6/15/90,HQ,20,
APT01,1,6/18/90,HQ,22.5,
APT01,1,6/19/90,HQ,3.5,
APT01,1,6/20/90,HQ,5,
APT01,1,6/26/90,HQ,17,
APT01,1,7/9/90,HQ,7.5,
APT01,1,7/10/90,HQ,1,
APT01,1,7/19/90,HQ,3,
APT01,1,7/20/90,HQ,1,
APT01,1,7/21/90,HQ,44.5,
APT01,1,7/25/90,HQ,22,
APT01,1,7/26/90,HQ,25,
APT01,1,7/27/90,HQ,2,
APT01,1,7/29/90,HQ,0.5,
APT01,1,8/2/90,HQ,2,
APT01,1,8/3/90,HQ,42.5,
APT01,1,8/11/90,HQ,8.5,
APT01,1,8/12/90,HQ,22,
APT01,1,8/14/90,HQ,1,
APT01,1,8/15/90,HQ,7.5,
APT01,1,8/16/90,HQ,111.5,
APT01,1,9/17/90,HQ,3,
APT01,1,9/18/90,HQ,4.5,
APT01,1,9/27/90,HQ,1.5,
APT01,1,9/29/90,HQ,4,
APT01,1,10/2/90,HQ,7,
APT01,1,10/3/90,HQ,5.5,
APT01,1,10/8/90,HQ,10,
APT01,1,10/20/90,HQ,1.5,
APT01,1,10/24/90,HQ,1,
APT01,1,11/3/90,HQ,42.5,
APT01,1,11/4/90,HQ,0.5,
APT01,1,11/7/90,HQ,0.5,
APT01,1,11/8/90,HQ,1.5,
APT01,1,11/26/90,HQ,4.8,
APT01,1,11/27/90,HQ,1.7,
APT01,1,12/2/90,HQ,1.8,
APT01,1,12/17/90,HQ,3,
APT01,1,12/28/90,HQ,9,
APT01,1,12/29/90,HQ,1,
APT01,1,12/30/90,HQ,1,
APT01,1,1/4/91,HQ,0.5,
APT01,1,1/5/91,HQ,0.5,
APT01,1,1/10/91,HQ,5.5,
APT01,1,1/11/91,HQ,0.2,
APT01,1,1/20/91,HQ,0.4,
APT01,1,1/25/91,HQ,6,
APT01,1,1/26/91,HQ,0.5,
APT01,1,2/1/91,HQ,0,
APT01,1,2/7/91,HQ,0,
APT01,1,2/28/91,HQ,0.5,
APT01,1,3/1/91,HQ,15,
APT01,1,3/13/91,HQ,1,
APT01,1,3/15/91,HQ,1.4,
APT01,1,3/16/91,HQ,10,
APT01,1,3/17/91,HQ,7.5,
APT01,1,3/27/91,HQ,1.2,
APT01,1,4/2/91,HQ,5.8,
APT01,1,4/12/91,HQ,26.9,
APT01,1,4/13/91,HQ,13.9,
APT01,1,4/17/91,HQ,23.8,
APT01,1,4/21/91,HQ,1.5,
APT01,1,4/22/91,HQ,0.4,
APT01,1,4/24/91,HQ,0.2,
APT01,1,4/26/91,HQ,5.9,
APT01,1,4/28/91,HQ,0.9,
APT01,1,5/1/91,HQ,0,
APT01,1,5/2/91,HQ,0.1,
APT01,1,5/3/91,HQ,4.4,
APT01,1,5/4/91,HQ,0.6,
APT01,1,5/11/91,HQ,21.2,
APT01,1,5/14/91,HQ,2.8,
APT01,1,5/21/91,HQ,4.3,
APT01,1,5/23/91,HQ,18,
APT01,1,5/25/91,HQ,1.5,
APT01,1,5/26/91,HQ,32.2,
APT01,1,5/27/91,HQ,10.3,
APT01,1,5/29/91,HQ,17.5,
APT01,1,5/30/91,HQ,6.2,
APT01,1,6/1/91,HQ,11.5,
APT01,1,6/5/91,HQ,11.2,
APT01,1,6/10/91,HQ,27,
APT01,1,6/14/91,HQ,7.6,
APT01,1,6/21/91,HQ,30.7,
APT01,1,7/1/91,HQ,2.4,
APT01,1,7/2/91,HQ,1,
APT01,1,7/9/91,HQ,16.2,
APT01,1,7/10/91,HQ,17,
APT01,1,7/11/91,HQ,5.2,
APT01,1,7/22/91,HQ,0.6,
APT01,1,7/23/91,HQ,0.2,
APT01,1,7/24/91,HQ,3.4,
APT01,1,7/31/91,HQ,0.5,
APT01,1,8/3/91,HQ,7,
APT01,1,8/4/91,HQ,20,
APT01,1,8/6/91,HQ,1.5,
APT01,1,8/8/91,HQ,0.5,
APT01,1,8/16/91,HQ,0.2,
APT01,1,8/22/91,HQ,0.2,
APT01,1,8/23/91,HQ,12.5,
APT01,1,8/30/91,HQ,0.8,
APT01,1,9/2/91,HQ,0.2,
APT01,1,9/3/91,HQ,1,
APT01,1,9/7/91,HQ,6.5,
APT01,1,9/10/91,HQ,2.3,
APT01,1,9/13/91,HQ,2.9,
APT01,1,9/17/91,HQ,14.2,
APT01,1,10/25/91,HQ,0.8,
APT01,1,10/26/91,HQ,0.2,
APT01,1,10/28/91,HQ,10,
APT01,1,10/31/91,HQ,55,
APT01,1,11/1/91,HQ,1.5,
APT01,1,11/6/91,HQ,0.3,
APT01,1,11/11/91,HQ,6,
APT01,1,11/15/91,HQ,0.2,
APT01,1,11/16/91,HQ,15.8,
APT01,1,11/17/91,HQ,4.2,
APT01,1,11/22/91,HQ,5.3,
APT01,1,11/29/91,HQ,7.3,
APT01,1,12/11/91,HQ,7,
APT01,1,12/12/91,HQ,4.3,
APT01,1,12/19/91,HQ,8,
APT01,1,12/20/91,HQ,12,
APT01,1,12/22/91,HQ,6,
APT01,1,12/23/91,HQ,5,
APT01,1,12/27/91,HQ,1,
APT01,1,12/31/91,HQ,2.9,
APT01,1,1/1/92,HQ,2,
APT01,1,1/2/92,HQ,0.5,
APT01,1,1/4/92,HQ,0.2,
APT01,1,1/5/92,HQ,4.1,
APT01,1,1/12/92,HQ,1.8,
APT01,1,1/22/92,HQ,15,
APT01,1,2/11/92,HQ,1.6,
APT01,1,2/13/92,HQ,2,
APT01,1,2/14/92,HQ,4.5,
APT01,1,2/17/92,HQ,1.9,
APT01,1,2/26/92,HQ,0.8,
APT01,1,3/4/92,HQ,2.7,
APT01,1,3/5/92,HQ,22.3,
APT01,1,3/6/92,HQ,2.9,
APT01,1,3/9/92,HQ,1.4,
APT01,1,3/17/92,HQ,2,
APT01,1,3/18/92,HQ,17.2,
APT01,1,3/19/92,HQ,2.6,
APT01,1,3/24/92,HQ,4.6,
APT01,1,3/28/92,HQ,4.2,
APT01,1,3/29/92,HQ,6.8,
APT01,1,4/9/92,HQ,0.8,
APT01,1,4/15/92,HQ,1.8,
APT01,1,4/18/92,HQ,2.8,
APT01,1,4/19/92,HQ,2.4,
APT01,1,4/20/92,HQ,2.8,
APT01,1,4/22/92,HQ,1.2,
APT01,1,5/11/92,HQ,0.4,
APT01,1,5/14/92,HQ,25.8,
APT01,1,5/20/92,HQ,0.7,
APT01,1,5/25/92,HQ,1.9,
APT01,1,5/31/92,HQ,5.4,
APT01,1,6/1/92,HQ,4.5,
APT01,1,6/2/92,HQ,12.9,
APT01,1,6/3/92,HQ,3.2,
APT01,1,6/5/92,HQ,17.5,
APT01,1,6/9/92,HQ,1,
APT01,1,6/10/92,HQ,2,
APT01,1,6/14/92,HQ,7.6,
APT01,1,6/15/92,HQ,19.4,
APT01,1,6/16/92,HQ,18.8,
APT01,1,6/17/92,HQ,0.7,
APT01,1,6/19/92,HQ,2.5,
APT01,1,6/24/92,HQ,0.2,
APT01,1,6/28/92,HQ,6.1,
APT01,1,7/4/92,HQ,71.3,
APT01,1,7/5/92,HQ,8.1,
APT01,1,7/8/92,HQ,0.5,
APT01,1,7/9/92,HQ,10.4,
APT01,1,7/10/92,HQ,16.6,
APT01,1,7/11/92,HQ,2.8,
APT01,1,7/12/92,HQ,0.8,
APT01,1,7/13/92,HQ,16.1,
APT01,1,7/15/92,HQ,3.6,
APT01,1,7/16/92,HQ,1.6,
APT01,1,7/18/92,HQ,0.4,
APT01,1,7/19/92,HQ,29,
APT01,1,7/20/92,HQ,21,
APT01,1,7/22/92,HQ,90.6,
APT01,1,7/26/92,HQ,23.3,
APT01,1,7/29/92,HQ,8.5,
APT01,1,8/2/92,HQ,8.8,
APT01,1,8/3/92,HQ,0.5,
APT01,1,8/4/92,HQ,4.8,
APT01,1,8/5/92,HQ,4,
APT01,1,8/7/92,HQ,5.6,
APT01,1,8/9/92,HQ,17,
APT01,1,8/11/92,HQ,2.7,
APT01,1,8/13/92,HQ,1.7,
APT01,1,8/14/92,HQ,1.7,
APT01,1,8/25/92,HQ,0.7,
APT01,1,9/1/92,HQ,5,
APT01,1,9/5/92,HQ,4.9,
APT01,1,9/17/92,HQ,14.6,
APT01,1,9/18/92,HQ,6.6,
APT01,1,9/19/92,HQ,1.2,
APT01,1,9/20/92,HQ,16.5,
APT01,1,9/26/92,HQ,25.8,
APT01,1,10/7/92,HQ,34.8,
APT01,1,10/8/92,HQ,14,
APT01,1,10/23/92,HQ,0.6,
APT01,1,10/26/92,HQ,5.6,
APT01,1,10/28/92,HQ,3.2,
APT01,1,10/29/92,HQ,4.2,
APT01,1,10/31/92,HQ,0.5,
APT01,1,11/1/92,HQ,4.7,
APT01,1,11/2/92,HQ,1.5,
APT01,1,11/6/92,HQ,1.3,
APT01,1,11/9/92,HQ,6,
APT01,1,11/10/92,HQ,4,
APT01,1,11/11/92,HQ,8,
APT01,1,11/12/92,HQ,1.3,
APT01,1,11/17/92,HQ,0.8,
APT01,1,11/18/92,HQ,26.6,
APT01,1,11/19/92,HQ,26.3,
APT01,1,11/23/92,HQ,0.6,
APT01,1,11/24/92,HQ,3.4,
APT01,1,11/25/92,HQ,9.8,
APT01,1,12/5/92,HQ,1,
APT01,1,12/8/92,HQ,6.5,
APT01,1,12/13/92,HQ,19.6,
APT01,1,12/14/92,HQ,14.6,
APT01,1,12/29/92,HQ,2,
APT01,1,1/2/93,HQ,4.2,
APT01,1,1/3/93,HQ,4.2,
APT01,1,1/8/93,HQ,1.3,
APT01,1,1/9/93,HQ,6,
APT01,1,1/11/93,HQ,2.3,
APT01,1,1/12/93,HQ,4.2,
APT01,1,1/20/93,HQ,8.1,
APT01,1,2/3/93,HQ,5,
APT01,1,2/10/93,HQ,3.8,
APT01,1,2/11/93,HQ,0.8,
APT01,1,2/15/93,HQ,3.5,
APT01,1,2/25/93,HQ,3.7,
APT01,1,3/1/93,HQ,8.7,
APT01,1,3/2/93,HQ,1.5,
APT01,1,3/18/93,HQ,2,
APT01,1,3/19/93,HQ,5,
APT01,1,3/21/93,HQ,0.4,
APT01,1,3/22/93,HQ,0.8,
APT01,1,3/28/93,HQ,3,
APT01,1,3/29/93,HQ,13.4,
APT01,1,3/30/93,HQ,15.9,
APT01,1,3/31/93,HQ,15.7,
APT01,1,4/3/93,HQ,14.8,
APT01,1,4/4/93,HQ,0.8,
APT01,1,4/7/93,HQ,2.5,
APT01,1,4/8/93,HQ,3.4,
APT01,1,4/12/93,HQ,15.8,
APT01,1,4/15/93,HQ,0.3,
APT01,1,4/17/93,HQ,2.3,
APT01,1,4/19/93,HQ,0.8,
APT01,1,4/20/93,HQ,1.5,
APT01,1,4/28/93,HQ,4.6,
APT01,1,4/30/93,HQ,1.8,
APT01,1,5/1/93,HQ,8.2,
APT01,1,5/2/93,HQ,18.8,
APT01,1,5/3/93,HQ,22.2,
APT01,1,5/6/93,HQ,15.7,
APT01,1,5/7/93,HQ,4.8,
APT01,1,5/8/93,HQ,60.2,
APT01,1,5/9/93,HQ,21,
APT01,1,5/10/93,HQ,46.8,
APT01,1,5/11/93,HQ,5,
APT01,1,5/12/93,HQ,0.6,
APT01,1,5/15/93,HQ,3.4,
APT01,1,5/16/93,HQ,3.2,
APT01,1,5/17/93,HQ,7.4,
APT01,1,5/19/93,HQ,4.8,
APT01,1,5/22/93,HQ,0.2,
APT01,1,5/23/93,HQ,10.8,
APT01,1,5/27/93,HQ,0.2,
APT01,1,5/29/93,HQ,0.9,
APT01,1,5/30/93,HQ,7.5,
APT01,1,6/2/93,HQ,0.5,
APT01,1,6/3/93,HQ,1.5,
APT01,1,6/4/93,HQ,2,
APT01,1,6/5/93,HQ,0.5,
APT01,1,6/7/93,HQ,4,
APT01,1,6/13/93,HQ,16.4,
APT01,1,6/17/93,HQ,24.8,
APT01,1,6/18/93,HQ,18.6,
APT01,1,6/19/93,HQ,38.2,
APT01,1,6/23/93,HQ,27.2,
APT01,1,6/24/93,HQ,1,
APT01,1,6/26/93,HQ,0.2,
APT01,1,6/28/93,HQ,13.7,
APT01,1,6/30/93,HQ,8.5,
APT01,1,7/1/93,HQ,41.6,
APT01,1,7/2/93,HQ,5,
APT01,1,7/4/93,HQ,46.8,
APT01,1,7/5/93,HQ,18.6,
APT01,1,7/6/93,HQ,2.6,
APT01,1,7/7/93,HQ,7,
APT01,1,7/9/93,HQ,18.9,
APT01,1,7/10/93,HQ,0.5,
APT01,1,7/11/93,HQ,3.8,
APT01,1,7/13/93,HQ,6.4,
APT01,1,7/14/93,HQ,6.7,
APT01,1,7/15/93,HQ,0.5,
APT01,1,7/17/93,HQ,91,
APT01,1,7/18/93,HQ,21,
APT01,1,7/19/93,HQ,13.3,
APT01,1,7/20/93,HQ,8.8,
APT01,1,7/21/93,HQ,26.1,
APT01,1,7/22/93,HQ,3.6,
APT01,1,7/24/93,HQ,40.7,
APT01,1,7/25/93,HQ,17.8,
APT01,1,7/26/93,HQ,5.1,
APT01,1,8/3/93,HQ,3.1,
APT01,1,8/5/93,HQ,9.5,
APT01,1,8/11/93,HQ,0.5,
APT01,1,8/13/93,HQ,18.4,
APT01,1,8/16/93,HQ,0.2,
APT01,1,8/20/93,HQ,34.8,
APT01,1,8/23/93,HQ,2.6,
APT01,1,8/27/93,HQ,35.1,
APT01,1,8/28/93,HQ,16,
APT01,1,8/30/93,HQ,12.4,
APT01,1,9/2/93,HQ,3.6,
APT01,1,9/5/93,HQ,17.4,
APT01,1,9/7/93,HQ,1,
APT01,1,9/14/93,HQ,0.4,
APT01,1,9/17/93,HQ,0.2,
APT01,1,9/18/93,HQ,3.4,
APT01,1,9/19/93,HQ,33.5,
APT01,1,9/22/93,HQ,1.6,
APT01,1,9/23/93,HQ,4.8,
APT01,1,9/24/93,HQ,18.8,
APT01,1,9/25/93,HQ,0.5,
APT01,1,10/2/93,HQ,0.4,
APT01,1,10/8/93,HQ,3.3,
APT01,1,10/10/93,HQ,2.3,
APT01,1,10/11/93,HQ,0.3,
APT01,1,10/14/93,HQ,8.2,
APT01,1,10/15/93,HQ,0.8,
APT01,1,10/16/93,HQ,1.8,
APT01,1,10/17/93,HQ,0.5,
APT01,1,10/18/93,HQ,5.5,
APT01,1,11/11/93,HQ,0.8,
APT01,1,11/12/93,HQ,10.6,
APT01,1,11/13/93,HQ,0.4,
APT01,1,11/14/93,HQ,6.2,
APT01,1,11/16/93,HQ,0.2,
APT01,1,11/23/93,HQ,1.8,
APT01,1,11/24/93,HQ,.,
APT01,1,12/3/93,HQ,0.2,
APT01,1,12/12/93,HQ,2.2,
APT01,1,12/13/93,HQ,15,
APT01,1,12/14/93,HQ,2.5,
APT01,1,12/24/93,HQ,0.2,
APT01,1,1/2/94,HQ,0.8,
APT01,1,1/4/94,HQ,0.2,
APT01,1,1/14/94,HQ,1.7,
APT01,1,1/17/94,HQ,1.6,
APT01,1,1/26/94,HQ,4,
APT01,1,2/18/94,HQ,2,
APT01,1,2/19/94,HQ,2,
APT01,1,2/22/94,HQ,6.8,
APT01,1,2/28/94,HQ,0.2,
APT01,1,3/6/94,HQ,0.6,
APT01,1,3/7/94,HQ,1.7,
APT01,1,3/12/94,HQ,0.3,
APT01,1,3/26/94,HQ,3.3,
APT01,1,4/2/94,HQ,9.4,
APT01,1,4/5/94,HQ,1.1,
APT01,1,4/9/94,HQ,19.6,
APT01,1,4/11/94,HQ,4.2,
APT01,1,4/12/94,HQ,1.7,
APT01,1,4/21/94,HQ,23.1,
APT01,1,4/25/94,HQ,1,
APT01,1,4/27/94,HQ,20,
APT01,1,4/28/94,HQ,11.8,
APT01,1,4/29/94,HQ,1.4,
APT01,1,4/30/94,HQ,7.4,
APT01,1,5/2/94,HQ,3,
APT01,1,5/6/94,HQ,19,
APT01,1,5/13/94,HQ,3.9,
APT01,1,5/14/94,HQ,32.3,
APT01,1,5/29/94,HQ,5.4,
APT01,1,6/1/94,HQ,0.3,
APT01,1,6/2/94,HQ,3.8,
APT01,1,6/4/94,HQ,0,
APT01,1,6/5/94,HQ,11,
APT01,1,6/7/94,HQ,19.3,
APT01,1,6/8/94,HQ,22.2,
APT01,1,6/9/94,HQ,0,
APT01,1,6/11/94,HQ,0.8,
APT01,1,6/13/94,HQ,4.4,
APT01,1,6/21/94,HQ,0.1,
APT01,1,6/22/94,HQ,17.4,
APT01,1,6/23/94,HQ,16.5,
APT01,1,6/29/94,HQ,1.5,
APT01,1,6/30/94,HQ,5.8,
APT01,1,7/1/94,HQ,16.3,
APT01,1,7/2/94,HQ,2.5,
APT01,1,7/3/94,HQ,9.8,
APT01,1,7/4/94,HQ,5.2,
APT01,1,7/7/94,HQ,7.3,
APT01,1,7/8/94,HQ,0.6,
APT01,1,7/14/94,HQ,0.8,
APT01,1,7/15/94,HQ,3.2,
APT01,1,7/17/94,HQ,2.5,
APT01,1,7/18/94,HQ,29.7,
APT01,1,7/20/94,HQ,7.6,
APT01,1,7/24/94,HQ,0.6,
APT01,1,7/25/94,HQ,0.8,
APT01,1,7/26/94,HQ,8.9,
APT01,1,8/2/94,HQ,9.6,
APT01,1,8/3/94,HQ,12.6,
APT01,1,8/6/94,HQ,5.2,
APT01,1,8/19/94,HQ,0.1,
APT01,1,8/26/94,HQ,38.4,
APT01,1,8/29/94,HQ,40.3,
APT01,1,8/30/94,HQ,0.5,
APT01,1,9/4/94,HQ,1.2,
APT01,1,9/21/94,HQ,3,
APT01,1,9/22/94,HQ,2.4,
APT01,1,9/23/94,HQ,0.7,
APT01,1,9/24/94,HQ,0.4,
APT01,1,9/25/94,HQ,0.2,
APT01,1,10/2/94,HQ,2.6,
APT01,1,10/5/94,HQ,15.3,
APT01,1,10/6/94,HQ,9.2,
APT01,1,10/15/94,HQ,4.6,
APT01,1,10/16/94,HQ,0.2,
APT01,1,10/17/94,HQ,3.1,
APT01,1,10/23/94,HQ,0.2,
APT01,1,10/29/94,HQ,0.2,
APT01,1,10/30/94,HQ,4.6,
APT01,1,10/31/94,HQ,2.1,
APT01,1,11/3/94,HQ,1.8,
APT01,1,11/4/94,HQ,0.8,
APT01,1,11/13/94,HQ,5.1,
APT01,1,11/17/94,HQ,1,
APT01,1,11/19/94,HQ,11.2,
APT01,1,11/20/94,HQ,24,
APT01,1,11/27/94,HQ,3.2,
APT01,1,12/5/94,HQ,0.2,
APT01,1,12/6/94,HQ,25.2,
APT01,1,12/7/94,HQ,1.8,
APT01,1,12/9/94,HQ,8.1,
APT01,1,12/14/94,HQ,0.2,
APT01,1,12/16/94,HQ,0.2,
APT01,1,12/20/94,HQ,0.8,
APT01,1,12/21/94,HQ,0.8,
APT01,1,12/31/94,HQ,6,
APT01,1,1/5/95,HQ,1,
APT01,1,1/6/95,HQ,2,
APT01,1,1/26/95,HQ,2,
APT01,1,1/27/95,HQ,3.7,
APT01,1,1/28/95,HQ,9.4,
APT01,1,2/2/95,HQ,1,
APT01,1,2/12/95,HQ,1,
APT01,1,2/15/95,HQ,0.5,
APT01,1,2/26/95,HQ,2,
APT01,1,2/28/95,HQ,0.4,
APT01,1,3/1/95,HQ,0.4,
APT01,1,3/2/95,HQ,0.3,
APT01,1,3/4/95,HQ,2.5,
APT01,1,3/6/95,HQ,9.1,
APT01,1,3/12/95,HQ,0.3,
APT01,1,3/13/95,HQ,63.3,
APT01,1,3/14/95,HQ,2.3,
APT01,1,3/25/95,HQ,26.4,
APT01,1,4/3/95,HQ,0.7,
APT01,1,4/9/95,HQ,0.2,
APT01,1,4/10/95,HQ,30.2,
APT01,1,4/11/95,HQ,2.5,
APT01,1,4/16/95,HQ,13.2,
APT01,1,4/17/95,HQ,10.3,
APT01,1,4/18/95,HQ,2.7,
APT01,1,4/19/95,HQ,4.8,
APT01,1,4/20/95,HQ,4.7,
APT01,1,4/21/95,HQ,0.3,
APT01,1,4/26/95,HQ,8.6,
APT01,1,4/30/95,HQ,11.3,
APT01,1,5/1/95,HQ,3.8,
APT01,1,5/2/95,HQ,1.3,
APT01,1,5/3/95,HQ,13.6,
APT01,1,5/4/95,HQ,0.5,
APT01,1,5/6/95,HQ,1.9,
APT01,1,5/7/95,HQ,27.9,
APT01,1,5/8/95,HQ,0.2,
APT01,1,5/9/95,HQ,1.8,
APT01,1,5/12/95,HQ,51,
APT01,1,5/13/95,HQ,52.8,
APT01,1,5/15/95,HQ,0,
APT01,1,5/16/95,HQ,29.6,
APT01,1,5/17/95,HQ,38.9,
APT01,1,5/20/95,HQ,1.3,
APT01,1,5/21/95,HQ,1.6,
APT01,1,5/22/95,HQ,8.6,
APT01,1,5/23/95,HQ,71.7,
APT01,1,5/26/95,HQ,12,
APT01,1,5/27/95,HQ,33.5,
APT01,1,5/31/95,HQ,5.5,
APT01,1,6/1/95,HQ,3,
APT01,1,6/3/95,HQ,4.8,
APT01,1,6/4/95,HQ,13.8,
APT01,1,6/7/95,HQ,0,
APT01,1,6/8/95,HQ,17.6,
APT01,1,6/9/95,HQ,15.4,
APT01,1,6/23/95,HQ,0.2,
APT01,1,6/24/95,HQ,47.1,
APT01,1,6/25/95,HQ,28.8,
APT01,1,6/28/95,HQ,1.8,
APT01,1,7/1/95,HQ,0.8,
APT01,1,7/3/95,HQ,0.2,
APT01,1,7/4/95,HQ,24.4,
APT01,1,7/10/95,HQ,0.2,
APT01,1,7/15/95,HQ,0.2,
APT01,1,7/16/95,HQ,1.2,
APT01,1,7/19/95,HQ,32.6,
APT01,1,7/20/95,HQ,3.2,
APT01,1,7/24/95,HQ,3.2,
APT01,1,7/25/95,HQ,4.3,
APT01,1,7/31/95,HQ,0.3,
APT01,1,8/2/95,HQ,1.2,
APT01,1,8/3/95,HQ,1,
APT01,1,8/6/95,HQ,6,
APT01,1,8/14/95,HQ,37,
APT01,1,8/15/95,HQ,34,
APT01,1,9/1/95,HQ,2.6,
APT01,1,9/6/95,HQ,1,
APT01,1,9/12/95,HQ,1.9,
APT01,1,9/18/95,HQ,49,
APT01,1,9/19/95,HQ,12.1,
APT01,1,9/20/95,HQ,1.5,
APT01,1,9/21/95,HQ,13.4,
APT01,1,9/24/95,HQ,0.4,
APT01,1,9/29/95,HQ,3,
APT01,1,9/30/95,HQ,3.7,
APT01,1,10/2/95,HQ,5.1,
APT01,1,10/5/95,HQ,1,
APT01,1,10/30/95,HQ,4.3,
APT01,1,10/31/95,HQ,0.4,
APT01,1,11/1/95,HQ,4.5,
APT01,1,11/4/95,HQ,0.3,
APT01,1,11/5/95,HQ,2.4,
APT01,1,11/10/95,HQ,4.5,
APT01,1,11/12/95,HQ,0.3,
APT01,1,12/8/95,HQ,7.5,
APT01,1,12/18/95,HQ,9.5,
APT01,1,12/21/95,HQ,2.7,
APT01,1,12/22/95,HQ,0.7,
APT01,1,12/29/95,HQ,0.2,
APT01,1,12/31/95,HQ,0.3,
APT01,1,1/2/96,HQ,0.5,
APT01,1,1/3/96,HQ,1.2,
APT01,1,1/5/96,HQ,1.8,
APT01,1,1/17/96,HQ,1.4,
APT01,1,1/18/96,HQ,0.2,
APT01,1,1/23/96,HQ,0.3,
APT01,1,1/26/96,HQ,2,
APT01,1,2/26/96,HQ,4.4,
APT01,1,2/27/96,HQ,1.4,
APT01,1,3/2/96,HQ,0.6,
APT01,1,3/14/96,HQ,10.5,
APT01,1,3/15/96,HQ,2,
APT01,1,3/24/96,HQ,9.2,
APT01,1,4/14/96,HQ,14.1,
APT01,1,4/27/96,HQ,1.3,
APT01,1,4/28/96,HQ,11.2,
APT01,1,4/29/96,HQ,7.5,
APT01,1,4/30/96,HQ,0.2,
APT01,1,5/2/96,HQ,0.4,
APT01,1,5/4/96,HQ,29.2,
APT01,1,5/5/96,HQ,7.7,
APT01,1,5/6/96,HQ,0.2,
APT01,1,5/7/96,HQ,22.5,
APT01,1,5/10/96,HQ,14.2,
APT01,1,5/12/96,HQ,1.9,
APT01,1,5/13/96,HQ,0.2,
APT01,1,5/23/96,HQ,2.2,
APT01,1,5/24/96,HQ,10.5,
APT01,1,5/25/96,HQ,4,
APT01,1,5/26/96,HQ,79.3,
APT01,1,5/30/96,HQ,1,
APT01,1,5/31/96,HQ,11.5,
APT01,1,6/1/96,HQ,18,
APT01,1,6/6/96,HQ,19.1,
APT01,1,6/7/96,HQ,4.5,
APT01,1,6/15/96,HQ,3.7,
APT01,1,6/16/96,HQ,0.8,
APT01,1,6/17/96,HQ,2,
APT01,1,6/21/96,HQ,0.5,
APT01,1,6/22/96,HQ,1.6,
APT01,1,6/23/96,HQ,0.2,
APT01,1,6/24/96,HQ,15,
APT01,1,6/27/96,HQ,3.6,
APT01,1,6/29/96,HQ,1.6,
APT01,1,7/3/96,HQ,1.2,
APT01,1,7/8/96,HQ,40.8,
APT01,1,7/13/96,HQ,2.4,
APT01,1,7/14/96,HQ,1,
APT01,1,7/19/96,HQ,7,
APT01,1,7/20/96,HQ,2.7,
APT01,1,7/22/96,HQ,27.8,
APT01,1,7/26/96,HQ,6.2,
APT01,1,7/30/96,HQ,0.2,
APT01,1,7/31/96,HQ,0.4,
APT01,1,8/1/96,HQ,2.2,
APT01,1,8/5/96,HQ,5.7,
APT01,1,8/7/96,HQ,5,
APT01,1,8/10/96,HQ,8.9,
APT01,1,8/11/96,HQ,0.8,
APT01,1,8/14/96,HQ,0.2,
APT01,1,8/15/96,HQ,0.8,
